date,Retard livraison,isPartial
2018-09-30,0,False
2018-10-01,0,False
2018-10-02,70,False
2018-10-03,26,False
2018-10-04,27,False
2018-10-05,0,False
2018-10-06,62,False
2018-10-07,0,False
2018-10-08,29,False
2018-10-09,22,False
2018-10-10,14,False
2018-10-11,0,False
2018-10-12,40,False
2018-10-13,23,False
2018-10-14,0,False
2018-10-15,20,False
2018-10-16,35,False
2018-10-17,39,False
2018-10-18,17,False
2018-10-19,0,False
2018-10-20,0,False
2018-10-21,27,False
2018-10-22,16,False
2018-10-23,34,False
2018-10-24,29,False
2018-10-25,34,False
2018-10-26,32,False
2018-10-27,31,False
2018-10-28,24,False
2018-10-29,50,False
2018-10-30,34,False
2018-10-31,0,False
2018-11-01,38,False
2018-11-02,29,False
2018-11-03,0,False
2018-11-04,0,False
2018-11-05,15,False
2018-11-06,49,False
2018-11-07,50,False
2018-11-08,21,False
2018-11-09,32,False
2018-11-10,29,False
2018-11-11,19,False
2018-11-12,23,False
2018-11-13,0,False
2018-11-14,54,False
2018-11-15,56,False
2018-11-16,17,False
2018-11-17,0,False
2018-11-18,26,False
2018-11-19,0,False
2018-11-20,25,False
2018-11-21,25,False
2018-11-22,52,False
2018-11-23,0,False
2018-11-24,0,False
2018-11-25,14,False
2018-11-26,0,False
2018-11-27,18,False
2018-11-28,33,False
2018-11-29,0,False
2018-11-30,0,False
2018-12-01,18,False
2018-12-02,0,False
2018-12-03,58,False
2018-12-04,0,False
2018-12-05,73,False
2018-12-06,65,False
2018-12-07,0,False
2018-12-08,20,False
2018-12-09,0,False
2018-12-10,75,False
2018-12-11,41,False
2018-12-12,12,False
2018-12-13,24,False
2018-12-14,25,False
2018-12-15,19,False
2018-12-16,0,False
2018-12-17,12,False
2018-12-18,57,False
2018-12-19,65,False
2018-12-20,47,False
2018-12-21,62,False
2018-12-22,18,False
2018-12-23,20,False
2018-12-24,39,False
2018-12-25,100,False
2018-12-26,23,False
2018-12-27,78,False
2018-12-28,29,False
2018-12-29,42,False
