date,Service de livraison,isPartial
2021-06-27,0,False
2021-06-28,41,False
2021-06-29,25,False
2021-06-30,15,False
2021-07-01,20,False
2021-07-02,0,False
2021-07-03,0,False
2021-07-04,0,False
2021-07-05,34,False
2021-07-06,41,False
2021-07-07,0,False
2021-07-08,35,False
2021-07-09,29,False
2021-07-10,0,False
2021-07-11,0,False
2021-07-12,65,False
2021-07-13,34,False
2021-07-14,38,False
2021-07-15,41,False
2021-07-16,70,False
2021-07-17,0,False
2021-07-18,0,False
2021-07-19,25,False
2021-07-20,34,False
2021-07-21,17,False
2021-07-22,0,False
2021-07-23,35,False
2021-07-24,100,False
2021-07-25,19,False
2021-07-26,30,False
2021-07-27,79,False
2021-07-28,0,False
2021-07-29,31,False
2021-07-30,16,False
2021-07-31,0,False
2021-08-01,36,False
2021-08-02,46,False
2021-08-03,49,False
2021-08-04,31,False
2021-08-05,17,False
2021-08-06,28,False
2021-08-07,24,False
2021-08-08,22,False
2021-08-09,42,False
2021-08-10,97,False
2021-08-11,73,False
2021-08-12,0,False
2021-08-13,23,False
2021-08-14,33,False
2021-08-15,0,False
2021-08-16,0,False
2021-08-17,17,False
2021-08-18,26,False
2021-08-19,37,False
2021-08-20,24,False
2021-08-21,0,False
2021-08-22,0,False
2021-08-23,34,False
2021-08-24,56,False
2021-08-25,32,False
2021-08-26,34,False
2021-08-27,20,False
2021-08-28,0,False
2021-08-29,43,False
2021-08-30,28,False
2021-08-31,35,False
2021-09-01,63,False
2021-09-02,24,False
2021-09-03,81,False
2021-09-04,28,False
2021-09-05,0,False
2021-09-06,0,False
2021-09-07,0,False
2021-09-08,32,False
2021-09-09,33,False
2021-09-10,40,False
2021-09-11,0,False
2021-09-12,0,False
2021-09-13,54,False
2021-09-14,20,False
2021-09-15,33,False
2021-09-16,29,False
2021-09-17,0,False
2021-09-18,58,False
2021-09-19,35,False
2021-09-20,0,False
2021-09-21,44,False
2021-09-22,18,False
2021-09-23,24,False
2021-09-24,0,False
2021-09-25,0,False
