date,Expédition colis,isPartial
2021-12-26,0,False
2021-12-27,0,False
2021-12-28,46,False
2021-12-29,0,False
2021-12-30,87,False
2021-12-31,0,False
2022-01-01,0,False
2022-01-02,0,False
2022-01-03,0,False
2022-01-04,0,False
2022-01-05,0,False
2022-01-06,0,False
2022-01-07,87,False
2022-01-08,0,False
2022-01-09,0,False
2022-01-10,0,False
2022-01-11,0,False
2022-01-12,25,False
2022-01-13,0,False
2022-01-14,0,False
2022-01-15,0,False
2022-01-16,0,False
2022-01-17,0,False
2022-01-18,30,False
2022-01-19,29,False
2022-01-20,0,False
2022-01-21,0,False
2022-01-22,34,False
2022-01-23,0,False
2022-01-24,0,False
2022-01-25,0,False
2022-01-26,0,False
2022-01-27,39,False
2022-01-28,0,False
2022-01-29,57,False
2022-01-30,0,False
2022-01-31,100,False
2022-02-01,0,False
2022-02-02,0,False
2022-02-03,0,False
2022-02-04,0,False
2022-02-05,31,False
2022-02-06,0,False
2022-02-07,0,False
2022-02-08,0,False
2022-02-09,28,False
2022-02-10,58,False
2022-02-11,87,False
2022-02-12,71,False
2022-02-13,0,False
2022-02-14,0,False
2022-02-15,26,False
2022-02-16,0,False
2022-02-17,0,False
2022-02-18,0,False
2022-02-19,36,False
2022-02-20,0,False
2022-02-21,0,False
2022-02-22,24,False
2022-02-23,0,False
2022-02-24,0,False
2022-02-25,0,False
2022-02-26,21,False
2022-02-27,0,False
2022-02-28,32,False
2022-03-01,0,False
2022-03-02,31,False
2022-03-03,0,False
2022-03-04,0,False
2022-03-05,0,False
2022-03-06,0,False
2022-03-07,0,False
2022-03-08,0,False
2022-03-09,0,False
2022-03-10,0,False
2022-03-11,25,False
2022-03-12,0,False
2022-03-13,35,False
2022-03-14,0,False
2022-03-15,0,False
2022-03-16,0,False
2022-03-17,0,False
2022-03-18,23,False
2022-03-19,0,False
2022-03-20,0,False
2022-03-21,0,False
2022-03-22,0,False
2022-03-23,0,False
2022-03-24,0,False
2022-03-25,0,False
2022-03-26,0,False
