date,Retard livraison,isPartial
2019-06-30,0,False
2019-07-01,22,False
2019-07-02,20,False
2019-07-03,50,False
2019-07-04,26,False
2019-07-05,20,False
2019-07-06,0,False
2019-07-07,0,False
2019-07-08,12,False
2019-07-09,79,False
2019-07-10,29,False
2019-07-11,36,False
2019-07-12,51,False
2019-07-13,19,False
2019-07-14,0,False
2019-07-15,0,False
2019-07-16,36,False
2019-07-17,41,False
2019-07-18,19,False
2019-07-19,18,False
2019-07-20,0,False
2019-07-21,23,False
2019-07-22,50,False
2019-07-23,24,False
2019-07-24,37,False
2019-07-25,28,False
2019-07-26,28,False
2019-07-27,32,False
2019-07-28,0,False
2019-07-29,0,False
2019-07-30,26,False
2019-07-31,21,False
2019-08-01,45,False
2019-08-02,0,False
2019-08-03,0,False
2019-08-04,0,False
2019-08-05,81,False
2019-08-06,19,False
2019-08-07,0,False
2019-08-08,24,False
2019-08-09,34,False
2019-08-10,71,False
2019-08-11,0,False
2019-08-12,0,False
2019-08-13,26,False
2019-08-14,0,False
2019-08-15,0,False
2019-08-16,0,False
2019-08-17,0,False
2019-08-18,0,False
2019-08-19,16,False
2019-08-20,25,False
2019-08-21,20,False
2019-08-22,30,False
2019-08-23,14,False
2019-08-24,0,False
2019-08-25,38,False
2019-08-26,63,False
2019-08-27,18,False
2019-08-28,0,False
2019-08-29,25,False
2019-08-30,100,False
2019-08-31,20,False
2019-09-01,0,False
2019-09-02,0,False
2019-09-03,44,False
2019-09-04,34,False
2019-09-05,31,False
2019-09-06,24,False
2019-09-07,19,False
2019-09-08,0,False
2019-09-09,23,False
2019-09-10,31,False
2019-09-11,13,False
2019-09-12,53,False
2019-09-13,57,False
2019-09-14,0,False
2019-09-15,0,False
2019-09-16,46,False
2019-09-17,0,False
2019-09-18,16,False
2019-09-19,36,False
2019-09-20,62,False
2019-09-21,17,False
2019-09-22,0,False
2019-09-23,0,False
2019-09-24,23,False
2019-09-25,0,False
2019-09-26,24,False
2019-09-27,0,False
2019-09-28,0,False
