date,Délai livraison,isPartial
2020-06-28,0,False
2020-06-29,37,False
2020-06-30,35,False
2020-07-01,63,False
2020-07-02,62,False
2020-07-03,57,False
2020-07-04,0,False
2020-07-05,50,False
2020-07-06,37,False
2020-07-07,66,False
2020-07-08,48,False
2020-07-09,33,False
2020-07-10,16,False
2020-07-11,68,False
2020-07-12,45,False
2020-07-13,44,False
2020-07-14,30,False
2020-07-15,23,False
2020-07-16,62,False
2020-07-17,40,False
2020-07-18,29,False
2020-07-19,36,False
2020-07-20,53,False
2020-07-21,42,False
2020-07-22,41,False
2020-07-23,23,False
2020-07-24,70,False
2020-07-25,32,False
2020-07-26,52,False
2020-07-27,100,False
2020-07-28,59,False
2020-07-29,67,False
2020-07-30,37,False
2020-07-31,45,False
2020-08-01,42,False
2020-08-02,23,False
2020-08-03,76,False
2020-08-04,47,False
2020-08-05,45,False
2020-08-06,53,False
2020-08-07,54,False
2020-08-08,63,False
2020-08-09,0,False
2020-08-10,81,False
2020-08-11,64,False
2020-08-12,34,False
2020-08-13,74,False
2020-08-14,0,False
2020-08-15,18,False
2020-08-16,53,False
2020-08-17,41,False
2020-08-18,50,False
2020-08-19,39,False
2020-08-20,28,False
2020-08-21,36,False
2020-08-22,0,False
2020-08-23,25,False
2020-08-24,43,False
2020-08-25,74,False
2020-08-26,35,False
2020-08-27,65,False
2020-08-28,49,False
2020-08-29,26,False
2020-08-30,10,False
2020-08-31,44,False
2020-09-01,22,False
2020-09-02,47,False
2020-09-03,22,False
2020-09-04,44,False
2020-09-05,37,False
2020-09-06,50,False
2020-09-07,22,False
2020-09-08,40,False
2020-09-09,31,False
2020-09-10,41,False
2020-09-11,30,False
2020-09-12,0,False
2020-09-13,29,False
2020-09-14,31,False
2020-09-15,27,False
2020-09-16,40,False
2020-09-17,51,False
2020-09-18,16,False
2020-09-19,56,False
2020-09-20,0,False
2020-09-21,18,False
2020-09-22,43,False
2020-09-23,66,False
2020-09-24,23,False
2020-09-25,29,False
2020-09-26,32,False
