date,Retard livraison,isPartial
2021-06-27,27,False
2021-06-28,29,False
2021-06-29,48,False
2021-06-30,29,False
2021-07-01,33,False
2021-07-02,0,False
2021-07-03,39,False
2021-07-04,24,False
2021-07-05,0,False
2021-07-06,0,False
2021-07-07,31,False
2021-07-08,0,False
2021-07-09,13,False
2021-07-10,35,False
2021-07-11,20,False
2021-07-12,0,False
2021-07-13,36,False
2021-07-14,14,False
2021-07-15,36,False
2021-07-16,0,False
2021-07-17,35,False
2021-07-18,47,False
2021-07-19,68,False
2021-07-20,57,False
2021-07-21,57,False
2021-07-22,32,False
2021-07-23,36,False
2021-07-24,26,False
2021-07-25,16,False
2021-07-26,0,False
2021-07-27,16,False
2021-07-28,19,False
2021-07-29,29,False
2021-07-30,55,False
2021-07-31,0,False
2021-08-01,0,False
2021-08-02,49,False
2021-08-03,57,False
2021-08-04,27,False
2021-08-05,19,False
2021-08-06,16,False
2021-08-07,0,False
2021-08-08,0,False
2021-08-09,0,False
2021-08-10,30,False
2021-08-11,0,False
2021-08-12,50,False
2021-08-13,0,False
2021-08-14,0,False
2021-08-15,25,False
2021-08-16,23,False
2021-08-17,16,False
2021-08-18,48,False
2021-08-19,0,False
2021-08-20,0,False
2021-08-21,24,False
2021-08-22,0,False
2021-08-23,32,False
2021-08-24,100,False
2021-08-25,19,False
2021-08-26,17,False
2021-08-27,17,False
2021-08-28,0,False
2021-08-29,32,False
2021-08-30,38,False
2021-08-31,0,False
2021-09-01,27,False
2021-09-02,42,False
2021-09-03,22,False
2021-09-04,19,False
2021-09-05,0,False
2021-09-06,0,False
2021-09-07,18,False
2021-09-08,74,False
2021-09-09,41,False
2021-09-10,26,False
2021-09-11,14,False
2021-09-12,0,False
2021-09-13,30,False
2021-09-14,11,False
2021-09-15,34,False
2021-09-16,30,False
2021-09-17,36,False
2021-09-18,24,False
2021-09-19,16,False
2021-09-20,22,False
2021-09-21,35,False
2021-09-22,20,False
2021-09-23,25,False
2021-09-24,23,False
2021-09-25,0,False
