date,Retard livraison,isPartial
2020-06-28,46,False
2020-06-29,83,False
2020-06-30,32,False
2020-07-01,59,False
2020-07-02,24,False
2020-07-03,46,False
2020-07-04,33,False
2020-07-05,0,False
2020-07-06,35,False
2020-07-07,50,False
2020-07-08,55,False
2020-07-09,61,False
2020-07-10,77,False
2020-07-11,0,False
2020-07-12,59,False
2020-07-13,97,False
2020-07-14,40,False
2020-07-15,52,False
2020-07-16,26,False
2020-07-17,57,False
2020-07-18,43,False
2020-07-19,22,False
2020-07-20,39,False
2020-07-21,37,False
2020-07-22,65,False
2020-07-23,41,False
2020-07-24,33,False
2020-07-25,23,False
2020-07-26,76,False
2020-07-27,91,False
2020-07-28,91,False
2020-07-29,47,False
2020-07-30,60,False
2020-07-31,0,False
2020-08-01,0,False
2020-08-02,42,False
2020-08-03,27,False
2020-08-04,63,False
2020-08-05,37,False
2020-08-06,59,False
2020-08-07,0,False
2020-08-08,0,False
2020-08-09,0,False
2020-08-10,71,False
2020-08-11,29,False
2020-08-12,30,False
2020-08-13,35,False
2020-08-14,43,False
2020-08-15,38,False
2020-08-16,0,False
2020-08-17,18,False
2020-08-18,23,False
2020-08-19,29,False
2020-08-20,38,False
2020-08-21,0,False
2020-08-22,0,False
2020-08-23,0,False
2020-08-24,29,False
2020-08-25,100,False
2020-08-26,48,False
2020-08-27,79,False
2020-08-28,38,False
2020-08-29,38,False
2020-08-30,39,False
2020-08-31,58,False
2020-09-01,56,False
2020-09-02,38,False
2020-09-03,20,False
2020-09-04,0,False
2020-09-05,33,False
2020-09-06,0,False
2020-09-07,0,False
2020-09-08,0,False
2020-09-09,0,False
2020-09-10,0,False
2020-09-11,37,False
2020-09-12,29,False
2020-09-13,53,False
2020-09-14,0,False
2020-09-15,72,False
2020-09-16,53,False
2020-09-17,18,False
2020-09-18,52,False
2020-09-19,0,False
2020-09-20,33,False
2020-09-21,52,False
2020-09-22,0,False
2020-09-23,80,False
2020-09-24,74,False
2020-09-25,71,False
2020-09-26,41,False
