date,Expédition colis,isPartial
2020-12-27,73,False
2020-12-28,0,False
2020-12-29,0,False
2020-12-30,0,False
2020-12-31,0,False
2021-01-01,0,False
2021-01-02,0,False
2021-01-03,32,False
2021-01-04,0,False
2021-01-05,0,False
2021-01-06,0,False
2021-01-07,0,False
2021-01-08,0,False
2021-01-09,0,False
2021-01-10,66,False
2021-01-11,58,False
2021-01-12,0,False
2021-01-13,0,False
2021-01-14,0,False
2021-01-15,30,False
2021-01-16,0,False
2021-01-17,0,False
2021-01-18,33,False
2021-01-19,36,False
2021-01-20,0,False
2021-01-21,48,False
2021-01-22,0,False
2021-01-23,100,False
2021-01-24,81,False
2021-01-25,0,False
2021-01-26,0,False
2021-01-27,0,False
2021-01-28,29,False
2021-01-29,0,False
2021-01-30,0,False
2021-01-31,0,False
2021-02-01,53,False
2021-02-02,0,False
2021-02-03,37,False
2021-02-04,0,False
2021-02-05,0,False
2021-02-06,0,False
2021-02-07,0,False
2021-02-08,73,False
2021-02-09,0,False
2021-02-10,49,False
2021-02-11,0,False
2021-02-12,0,False
2021-02-13,0,False
2021-02-14,0,False
2021-02-15,56,False
2021-02-16,0,False
2021-02-17,0,False
2021-02-18,0,False
2021-02-19,0,False
2021-02-20,0,False
2021-02-21,55,False
2021-02-22,0,False
2021-02-23,31,False
2021-02-24,0,False
2021-02-25,0,False
2021-02-26,36,False
2021-02-27,71,False
2021-02-28,0,False
2021-03-01,58,False
2021-03-02,0,False
2021-03-03,0,False
2021-03-04,0,False
2021-03-05,68,False
2021-03-06,30,False
2021-03-07,0,False
2021-03-08,0,False
2021-03-09,0,False
2021-03-10,0,False
2021-03-11,60,False
2021-03-12,0,False
2021-03-13,0,False
2021-03-14,42,False
2021-03-15,0,False
2021-03-16,56,False
2021-03-17,0,False
2021-03-18,77,False
2021-03-19,33,False
2021-03-20,75,False
2021-03-21,0,False
2021-03-22,0,False
2021-03-23,0,False
2021-03-24,0,False
2021-03-25,0,False
2021-03-26,0,False
2021-03-27,43,False
