date,Expédition colis,isPartial
2021-06-27,0,False
2021-06-28,37,False
2021-06-29,0,False
2021-06-30,20,False
2021-07-01,0,False
2021-07-02,40,False
2021-07-03,100,False
2021-07-04,47,False
2021-07-05,20,False
2021-07-06,26,False
2021-07-07,0,False
2021-07-08,0,False
2021-07-09,0,False
2021-07-10,0,False
2021-07-11,0,False
2021-07-12,0,False
2021-07-13,0,False
2021-07-14,0,False
2021-07-15,0,False
2021-07-16,0,False
2021-07-17,0,False
2021-07-18,0,False
2021-07-19,0,False
2021-07-20,24,False
2021-07-21,0,False
2021-07-22,0,False
2021-07-23,0,False
2021-07-24,0,False
2021-07-25,56,False
2021-07-26,0,False
2021-07-27,0,False
2021-07-28,0,False
2021-07-29,27,False
2021-07-30,53,False
2021-07-31,0,False
2021-08-01,0,False
2021-08-02,27,False
2021-08-03,0,False
2021-08-04,45,False
2021-08-05,38,False
2021-08-06,0,False
2021-08-07,49,False
2021-08-08,55,False
2021-08-09,0,False
2021-08-10,44,False
2021-08-11,0,False
2021-08-12,0,False
2021-08-13,0,False
2021-08-14,0,False
2021-08-15,0,False
2021-08-16,47,False
2021-08-17,0,False
2021-08-18,0,False
2021-08-19,0,False
2021-08-20,0,False
2021-08-21,0,False
2021-08-22,0,False
2021-08-23,0,False
2021-08-24,0,False
2021-08-25,42,False
2021-08-26,0,False
2021-08-27,20,False
2021-08-28,40,False
2021-08-29,0,False
2021-08-30,0,False
2021-08-31,0,False
2021-09-01,0,False
2021-09-02,0,False
2021-09-03,84,False
2021-09-04,0,False
2021-09-05,0,False
2021-09-06,0,False
2021-09-07,0,False
2021-09-08,0,False
2021-09-09,0,False
2021-09-10,0,False
2021-09-11,0,False
2021-09-12,0,False
2021-09-13,0,False
2021-09-14,0,False
2021-09-15,0,False
2021-09-16,0,False
2021-09-17,0,False
2021-09-18,54,False
2021-09-19,0,False
2021-09-20,0,False
2021-09-21,0,False
2021-09-22,0,False
2021-09-23,0,False
2021-09-24,0,False
2021-09-25,0,False
