date,Service de livraison,isPartial
2019-12-29,59,False
2019-12-30,0,False
2019-12-31,29,False
2020-01-01,0,False
2020-01-02,13,False
2020-01-03,0,False
2020-01-04,34,False
2020-01-05,21,False
2020-01-06,26,False
2020-01-07,17,False
2020-01-08,27,False
2020-01-09,25,False
2020-01-10,0,False
2020-01-11,0,False
2020-01-12,0,False
2020-01-13,28,False
2020-01-14,20,False
2020-01-15,0,False
2020-01-16,34,False
2020-01-17,18,False
2020-01-18,49,False
2020-01-19,0,False
2020-01-20,16,False
2020-01-21,0,False
2020-01-22,48,False
2020-01-23,32,False
2020-01-24,0,False
2020-01-25,21,False
2020-01-26,18,False
2020-01-27,28,False
2020-01-28,0,False
2020-01-29,27,False
2020-01-30,47,False
2020-01-31,0,False
2020-02-01,0,False
2020-02-02,44,False
2020-02-03,70,False
2020-02-04,85,False
2020-02-05,38,False
2020-02-06,0,False
2020-02-07,0,False
2020-02-08,21,False
2020-02-09,0,False
2020-02-10,0,False
2020-02-11,20,False
2020-02-12,21,False
2020-02-13,0,False
2020-02-14,29,False
2020-02-15,0,False
2020-02-16,0,False
2020-02-17,0,False
2020-02-18,53,False
2020-02-19,20,False
2020-02-20,0,False
2020-02-21,40,False
2020-02-22,0,False
2020-02-23,16,False
2020-02-24,19,False
2020-02-25,13,False
2020-02-26,44,False
2020-02-27,31,False
2020-02-28,0,False
2020-02-29,0,False
2020-03-01,0,False
2020-03-02,0,False
2020-03-03,37,False
2020-03-04,25,False
2020-03-05,47,False
2020-03-06,24,False
2020-03-07,0,False
2020-03-08,0,False
2020-03-09,0,False
2020-03-10,46,False
2020-03-11,27,False
2020-03-12,0,False
2020-03-13,26,False
2020-03-14,100,False
2020-03-15,81,False
2020-03-16,89,False
2020-03-17,67,False
2020-03-18,67,False
2020-03-19,75,False
2020-03-20,91,False
2020-03-21,0,False
2020-03-22,91,False
2020-03-23,47,False
2020-03-24,61,False
2020-03-25,47,False
2020-03-26,45,False
2020-03-27,86,False
2020-03-28,36,False
