date,Délai livraison,isPartial
2019-03-31,26,False
2019-04-01,29,False
2019-04-02,52,False
2019-04-03,16,False
2019-04-04,49,False
2019-04-05,25,False
2019-04-06,24,False
2019-04-07,0,False
2019-04-08,46,False
2019-04-09,40,False
2019-04-10,24,False
2019-04-11,41,False
2019-04-12,92,False
2019-04-13,0,False
2019-04-14,0,False
2019-04-15,43,False
2019-04-16,74,False
2019-04-17,29,False
2019-04-18,29,False
2019-04-19,38,False
2019-04-20,0,False
2019-04-21,50,False
2019-04-22,17,False
2019-04-23,41,False
2019-04-24,23,False
2019-04-25,33,False
2019-04-26,42,False
2019-04-27,0,False
2019-04-28,0,False
2019-04-29,45,False
2019-04-30,51,False
2019-05-01,35,False
2019-05-02,59,False
2019-05-03,23,False
2019-05-04,66,False
2019-05-05,17,False
2019-05-06,43,False
2019-05-07,47,False
2019-05-08,35,False
2019-05-09,93,False
2019-05-10,36,False
2019-05-11,38,False
2019-05-12,0,False
2019-05-13,100,False
2019-05-14,63,False
2019-05-15,42,False
2019-05-16,54,False
2019-05-17,40,False
2019-05-18,38,False
2019-05-19,19,False
2019-05-20,82,False
2019-05-21,55,False
2019-05-22,57,False
2019-05-23,47,False
2019-05-24,40,False
2019-05-25,60,False
2019-05-26,0,False
2019-05-27,33,False
2019-05-28,23,False
2019-05-29,62,False
2019-05-30,18,False
2019-05-31,81,False
2019-06-01,16,False
2019-06-02,20,False
2019-06-03,54,False
2019-06-04,14,False
2019-06-05,31,False
2019-06-06,35,False
2019-06-07,29,False
2019-06-08,36,False
2019-06-09,65,False
2019-06-10,15,False
2019-06-11,47,False
2019-06-12,66,False
2019-06-13,36,False
2019-06-14,35,False
2019-06-15,35,False
2019-06-16,50,False
2019-06-17,24,False
2019-06-18,26,False
2019-06-19,0,False
2019-06-20,31,False
2019-06-21,40,False
2019-06-22,26,False
2019-06-23,0,False
2019-06-24,71,False
2019-06-25,46,False
2019-06-26,29,False
2019-06-27,24,False
2019-06-28,0,False
2019-06-29,21,False
