date,Service de livraison,isPartial
2022-09-25,0,False
2022-09-26,37,False
2022-09-27,0,False
2022-09-28,46,False
2022-09-29,100,False
2022-09-30,75,False
2022-10-01,41,False
2022-10-02,0,False
2022-10-03,33,False
2022-10-04,57,False
2022-10-05,19,False
2022-10-06,27,False
2022-10-07,0,False
2022-10-08,0,False
2022-10-09,0,False
2022-10-10,38,False
2022-10-11,36,False
2022-10-12,81,False
2022-10-13,31,False
2022-10-14,36,False
2022-10-15,0,False
2022-10-16,40,False
2022-10-17,65,False
2022-10-18,0,False
2022-10-19,62,False
2022-10-20,40,False
2022-10-21,0,False
2022-10-22,0,False
2022-10-23,0,False
2022-10-24,53,False
2022-10-25,27,False
2022-10-26,0,False
2022-10-27,19,False
2022-10-28,0,False
2022-10-29,34,False
2022-10-30,74,False
2022-10-31,0,False
2022-11-01,0,False
2022-11-02,66,False
2022-11-03,54,False
2022-11-04,32,False
2022-11-05,45,False
2022-11-06,31,False
2022-11-07,58,False
2022-11-08,17,False
2022-11-09,28,False
2022-11-10,82,False
2022-11-11,61,False
2022-11-12,44,False
2022-11-13,0,False
2022-11-14,58,False
2022-11-15,46,False
2022-11-16,88,False
2022-11-17,68,False
2022-11-18,0,False
2022-11-19,78,False
2022-11-20,18,False
2022-11-21,0,False
2022-11-22,72,False
2022-11-23,0,False
2022-11-24,20,False
2022-11-25,0,False
2022-11-26,19,False
2022-11-27,21,False
2022-11-28,33,False
2022-11-29,49,False
2022-11-30,28,False
2022-12-01,32,False
2022-12-02,79,False
2022-12-03,29,False
2022-12-04,0,False
2022-12-05,42,False
2022-12-06,25,False
2022-12-07,38,False
2022-12-08,0,False
2022-12-09,38,False
2022-12-10,0,False
2022-12-11,0,False
2022-12-12,32,False
2022-12-13,57,False
2022-12-14,16,False
2022-12-15,46,False
2022-12-16,49,False
2022-12-17,86,False
2022-12-18,52,False
2022-12-19,34,False
2022-12-20,46,False
2022-12-21,31,False
2022-12-22,45,False
2022-12-23,0,False
2022-12-24,0,False
