date,Service de livraison,isPartial
2018-07-01,0,False
2018-07-02,23,False
2018-07-03,22,False
2018-07-04,0,False
2018-07-05,75,False
2018-07-06,0,False
2018-07-07,0,False
2018-07-08,51,False
2018-07-09,0,False
2018-07-10,0,False
2018-07-11,0,False
2018-07-12,28,False
2018-07-13,73,False
2018-07-14,78,False
2018-07-15,0,False
2018-07-16,0,False
2018-07-17,72,False
2018-07-18,0,False
2018-07-19,0,False
2018-07-20,23,False
2018-07-21,37,False
2018-07-22,38,False
2018-07-23,0,False
2018-07-24,84,False
2018-07-25,31,False
2018-07-26,29,False
2018-07-27,38,False
2018-07-28,0,False
2018-07-29,29,False
2018-07-30,100,False
2018-07-31,24,False
2018-08-01,21,False
2018-08-02,23,False
2018-08-03,37,False
2018-08-04,0,False
2018-08-05,25,False
2018-08-06,32,False
2018-08-07,0,False
2018-08-08,0,False
2018-08-09,79,False
2018-08-10,29,False
2018-08-11,0,False
2018-08-12,36,False
2018-08-13,0,False
2018-08-14,0,False
2018-08-15,0,False
2018-08-16,96,False
2018-08-17,25,False
2018-08-18,0,False
2018-08-19,93,False
2018-08-20,64,False
2018-08-21,31,False
2018-08-22,0,False
2018-08-23,36,False
2018-08-24,34,False
2018-08-25,0,False
2018-08-26,0,False
2018-08-27,78,False
2018-08-28,0,False
2018-08-29,27,False
2018-08-30,28,False
2018-08-31,24,False
2018-09-01,0,False
2018-09-02,45,False
2018-09-03,0,False
2018-09-04,0,False
2018-09-05,0,False
2018-09-06,58,False
2018-09-07,27,False
2018-09-08,71,False
2018-09-09,0,False
2018-09-10,0,False
2018-09-11,47,False
2018-09-12,0,False
2018-09-13,0,False
2018-09-14,0,False
2018-09-15,36,False
2018-09-16,24,False
2018-09-17,0,False
2018-09-18,51,False
2018-09-19,0,False
2018-09-20,35,False
2018-09-21,35,False
2018-09-22,25,False
2018-09-23,91,False
2018-09-24,71,False
2018-09-25,54,False
2018-09-26,32,False
2018-09-27,28,False
2018-09-28,23,False
2018-09-29,23,False
