date,Expédition colis,isPartial
2019-06-30,0,False
2019-07-01,0,False
2019-07-02,56,False
2019-07-03,0,False
2019-07-04,0,False
2019-07-05,0,False
2019-07-06,0,False
2019-07-07,94,False
2019-07-08,0,False
2019-07-09,28,False
2019-07-10,31,False
2019-07-11,0,False
2019-07-12,0,False
2019-07-13,57,False
2019-07-14,45,False
2019-07-15,0,False
2019-07-16,0,False
2019-07-17,0,False
2019-07-18,0,False
2019-07-19,0,False
2019-07-20,0,False
2019-07-21,0,False
2019-07-22,0,False
2019-07-23,0,False
2019-07-24,0,False
2019-07-25,36,False
2019-07-26,0,False
2019-07-27,0,False
2019-07-28,0,False
2019-07-29,0,False
2019-07-30,26,False
2019-07-31,0,False
2019-08-01,44,False
2019-08-02,0,False
2019-08-03,0,False
2019-08-04,0,False
2019-08-05,49,False
2019-08-06,25,False
2019-08-07,0,False
2019-08-08,0,False
2019-08-09,35,False
2019-08-10,48,False
2019-08-11,0,False
2019-08-12,0,False
2019-08-13,33,False
2019-08-14,0,False
2019-08-15,37,False
2019-08-16,0,False
2019-08-17,0,False
2019-08-18,0,False
2019-08-19,0,False
2019-08-20,0,False
2019-08-21,0,False
2019-08-22,53,False
2019-08-23,0,False
2019-08-24,52,False
2019-08-25,0,False
2019-08-26,100,False
2019-08-27,0,False
2019-08-28,25,False
2019-08-29,54,False
2019-08-30,0,False
2019-08-31,0,False
2019-09-01,0,False
2019-09-02,0,False
2019-09-03,0,False
2019-09-04,71,False
2019-09-05,0,False
2019-09-06,0,False
2019-09-07,66,False
2019-09-08,0,False
2019-09-09,0,False
2019-09-10,0,False
2019-09-11,24,False
2019-09-12,0,False
2019-09-13,0,False
2019-09-14,31,False
2019-09-15,0,False
2019-09-16,0,False
2019-09-17,0,False
2019-09-18,0,False
2019-09-19,40,False
2019-09-20,0,False
2019-09-21,82,False
2019-09-22,0,False
2019-09-23,0,False
2019-09-24,22,False
2019-09-25,0,False
2019-09-26,25,False
2019-09-27,0,False
2019-09-28,0,False
