date,Service de livraison,isPartial
2021-12-26,38,False
2021-12-27,22,False
2021-12-28,0,False
2021-12-29,21,False
2021-12-30,17,False
2021-12-31,0,False
2022-01-01,23,False
2022-01-02,0,False
2022-01-03,22,False
2022-01-04,32,False
2022-01-05,0,False
2022-01-06,0,False
2022-01-07,44,False
2022-01-08,47,False
2022-01-09,0,False
2022-01-10,23,False
2022-01-11,50,False
2022-01-12,32,False
2022-01-13,34,False
2022-01-14,0,False
2022-01-15,0,False
2022-01-16,0,False
2022-01-17,23,False
2022-01-18,26,False
2022-01-19,26,False
2022-01-20,25,False
2022-01-21,13,False
2022-01-22,34,False
2022-01-23,0,False
2022-01-24,16,False
2022-01-25,13,False
2022-01-26,43,False
2022-01-27,0,False
2022-01-28,20,False
2022-01-29,0,False
2022-01-30,0,False
2022-01-31,51,False
2022-02-01,34,False
2022-02-02,29,False
2022-02-03,28,False
2022-02-04,17,False
2022-02-05,0,False
2022-02-06,56,False
2022-02-07,11,False
2022-02-08,46,False
2022-02-09,78,False
2022-02-10,19,False
2022-02-11,51,False
2022-02-12,28,False
2022-02-13,0,False
2022-02-14,18,False
2022-02-15,9,False
2022-02-16,27,False
2022-02-17,28,False
2022-02-18,41,False
2022-02-19,10,False
2022-02-20,21,False
2022-02-21,0,False
2022-02-22,13,False
2022-02-23,9,False
2022-02-24,21,False
2022-02-25,0,False
2022-02-26,48,False
2022-02-27,0,False
2022-02-28,12,False
2022-03-01,35,False
2022-03-02,22,False
2022-03-03,37,False
2022-03-04,17,False
2022-03-05,42,False
2022-03-06,100,False
2022-03-07,32,False
2022-03-08,30,False
2022-03-09,45,False
2022-03-10,41,False
2022-03-11,23,False
2022-03-12,16,False
2022-03-13,0,False
2022-03-14,25,False
2022-03-15,0,False
2022-03-16,24,False
2022-03-17,33,False
2022-03-18,45,False
2022-03-19,14,False
2022-03-20,0,False
2022-03-21,21,False
2022-03-22,14,False
2022-03-23,15,False
2022-03-24,0,False
2022-03-25,0,False
2022-03-26,25,False
