date,Service de livraison,isPartial
2018-09-30,0,False
2018-10-01,40,False
2018-10-02,100,False
2018-10-03,0,False
2018-10-04,39,False
2018-10-05,0,False
2018-10-06,0,False
2018-10-07,94,False
2018-10-08,0,False
2018-10-09,0,False
2018-10-10,46,False
2018-10-11,0,False
2018-10-12,23,False
2018-10-13,0,False
2018-10-14,23,False
2018-10-15,16,False
2018-10-16,53,False
2018-10-17,26,False
2018-10-18,0,False
2018-10-19,0,False
2018-10-20,0,False
2018-10-21,0,False
2018-10-22,0,False
2018-10-23,21,False
2018-10-24,0,False
2018-10-25,0,False
2018-10-26,0,False
2018-10-27,84,False
2018-10-28,0,False
2018-10-29,41,False
2018-10-30,22,False
2018-10-31,43,False
2018-11-01,0,False
2018-11-02,96,False
2018-11-03,41,False
2018-11-04,18,False
2018-11-05,33,False
2018-11-06,0,False
2018-11-07,20,False
2018-11-08,37,False
2018-11-09,0,False
2018-11-10,0,False
2018-11-11,18,False
2018-11-12,28,False
2018-11-13,30,False
2018-11-14,16,False
2018-11-15,56,False
2018-11-16,20,False
2018-11-17,0,False
2018-11-18,27,False
2018-11-19,25,False
2018-11-20,39,False
2018-11-21,22,False
2018-11-22,0,False
2018-11-23,44,False
2018-11-24,19,False
2018-11-25,0,False
2018-11-26,0,False
2018-11-27,42,False
2018-11-28,22,False
2018-11-29,19,False
2018-11-30,0,False
2018-12-01,0,False
2018-12-02,0,False
2018-12-03,21,False
2018-12-04,61,False
2018-12-05,41,False
2018-12-06,0,False
2018-12-07,70,False
2018-12-08,23,False
2018-12-09,35,False
2018-12-10,48,False
2018-12-11,47,False
2018-12-12,68,False
2018-12-13,0,False
2018-12-14,0,False
2018-12-15,45,False
2018-12-16,69,False
2018-12-17,0,False
2018-12-18,48,False
2018-12-19,0,False
2018-12-20,57,False
2018-12-21,0,False
2018-12-22,0,False
2018-12-23,25,False
2018-12-24,54,False
2018-12-25,0,False
2018-12-26,0,False
2018-12-27,0,False
2018-12-28,43,False
2018-12-29,22,False
