date,Délai livraison,isPartial
2020-03-29,0,False
2020-03-30,48,False
2020-03-31,51,False
2020-04-01,55,False
2020-04-02,76,False
2020-04-03,33,False
2020-04-04,60,False
2020-04-05,0,False
2020-04-06,76,False
2020-04-07,53,False
2020-04-08,69,False
2020-04-09,48,False
2020-04-10,28,False
2020-04-11,34,False
2020-04-12,0,False
2020-04-13,36,False
2020-04-14,66,False
2020-04-15,55,False
2020-04-16,39,False
2020-04-17,71,False
2020-04-18,46,False
2020-04-19,23,False
2020-04-20,56,False
2020-04-21,85,False
2020-04-22,64,False
2020-04-23,57,False
2020-04-24,28,False
2020-04-25,17,False
2020-04-26,79,False
2020-04-27,66,False
2020-04-28,67,False
2020-04-29,51,False
2020-04-30,45,False
2020-05-01,18,False
2020-05-02,69,False
2020-05-03,81,False
2020-05-04,56,False
2020-05-05,21,False
2020-05-06,70,False
2020-05-07,28,False
2020-05-08,47,False
2020-05-09,37,False
2020-05-10,35,False
2020-05-11,39,False
2020-05-12,64,False
2020-05-13,74,False
2020-05-14,49,False
2020-05-15,33,False
2020-05-16,60,False
2020-05-17,48,False
2020-05-18,85,False
2020-05-19,86,False
2020-05-20,77,False
2020-05-21,24,False
2020-05-22,57,False
2020-05-23,52,False
2020-05-24,46,False
2020-05-25,43,False
2020-05-26,69,False
2020-05-27,68,False
2020-05-28,48,False
2020-05-29,26,False
2020-05-30,0,False
2020-05-31,46,False
2020-06-01,64,False
2020-06-02,55,False
2020-06-03,74,False
2020-06-04,100,False
2020-06-05,69,False
2020-06-06,49,False
2020-06-07,24,False
2020-06-08,41,False
2020-06-09,48,False
2020-06-10,21,False
2020-06-11,53,False
2020-06-12,40,False
2020-06-13,47,False
2020-06-14,27,False
2020-06-15,74,False
2020-06-16,53,False
2020-06-17,70,False
2020-06-18,50,False
2020-06-19,39,False
2020-06-20,46,False
2020-06-21,43,False
2020-06-22,34,False
2020-06-23,46,False
2020-06-24,35,False
2020-06-25,60,False
2020-06-26,24,False
2020-06-27,31,False
