date,Service de livraison,isPartial
2018-12-30,0,False
2018-12-31,0,False
2019-01-01,31,False
2019-01-02,0,False
2019-01-03,52,False
2019-01-04,30,False
2019-01-05,33,False
2019-01-06,26,False
2019-01-07,52,False
2019-01-08,0,False
2019-01-09,0,False
2019-01-10,53,False
2019-01-11,25,False
2019-01-12,35,False
2019-01-13,0,False
2019-01-14,31,False
2019-01-15,0,False
2019-01-16,54,False
2019-01-17,58,False
2019-01-18,0,False
2019-01-19,0,False
2019-01-20,0,False
2019-01-21,49,False
2019-01-22,35,False
2019-01-23,28,False
2019-01-24,33,False
2019-01-25,0,False
2019-01-26,0,False
2019-01-27,0,False
2019-01-28,36,False
2019-01-29,63,False
2019-01-30,26,False
2019-01-31,0,False
2019-02-01,0,False
2019-02-02,0,False
2019-02-03,0,False
2019-02-04,0,False
2019-02-05,37,False
2019-02-06,0,False
2019-02-07,33,False
2019-02-08,31,False
2019-02-09,0,False
2019-02-10,33,False
2019-02-11,0,False
2019-02-12,36,False
2019-02-13,29,False
2019-02-14,37,False
2019-02-15,0,False
2019-02-16,0,False
2019-02-17,29,False
2019-02-18,30,False
2019-02-19,43,False
2019-02-20,50,False
2019-02-21,27,False
2019-02-22,37,False
2019-02-23,0,False
2019-02-24,0,False
2019-02-25,0,False
2019-02-26,0,False
2019-02-27,38,False
2019-02-28,69,False
2019-03-01,0,False
2019-03-02,0,False
2019-03-03,0,False
2019-03-04,0,False
2019-03-05,30,False
2019-03-06,100,False
2019-03-07,33,False
2019-03-08,60,False
2019-03-09,0,False
2019-03-10,0,False
2019-03-11,21,False
2019-03-12,21,False
2019-03-13,0,False
2019-03-14,43,False
2019-03-15,39,False
2019-03-16,31,False
2019-03-17,0,False
2019-03-18,0,False
2019-03-19,0,False
2019-03-20,44,False
2019-03-21,46,False
2019-03-22,55,False
2019-03-23,0,False
2019-03-24,0,False
2019-03-25,24,False
2019-03-26,0,False
2019-03-27,0,False
2019-03-28,0,False
2019-03-29,0,False
2019-03-30,0,False
