date,Délai livraison,isPartial
2018-09-30,0,False
2018-10-01,0,False
2018-10-02,61,False
2018-10-03,21,False
2018-10-04,48,False
2018-10-05,31,False
2018-10-06,28,False
2018-10-07,21,False
2018-10-08,33,False
2018-10-09,34,False
2018-10-10,25,False
2018-10-11,25,False
2018-10-12,88,False
2018-10-13,35,False
2018-10-14,39,False
2018-10-15,81,False
2018-10-16,22,False
2018-10-17,28,False
2018-10-18,47,False
2018-10-19,45,False
2018-10-20,24,False
2018-10-21,0,False
2018-10-22,27,False
2018-10-23,42,False
2018-10-24,25,False
2018-10-25,0,False
2018-10-26,44,False
2018-10-27,0,False
2018-10-28,30,False
2018-10-29,56,False
2018-10-30,0,False
2018-10-31,45,False
2018-11-01,29,False
2018-11-02,0,False
2018-11-03,0,False
2018-11-04,0,False
2018-11-05,27,False
2018-11-06,70,False
2018-11-07,18,False
2018-11-08,46,False
2018-11-09,32,False
2018-11-10,16,False
2018-11-11,52,False
2018-11-12,46,False
2018-11-13,52,False
2018-11-14,27,False
2018-11-15,38,False
2018-11-16,46,False
2018-11-17,0,False
2018-11-18,13,False
2018-11-19,27,False
2018-11-20,41,False
2018-11-21,40,False
2018-11-22,36,False
2018-11-23,57,False
2018-11-24,17,False
2018-11-25,0,False
2018-11-26,37,False
2018-11-27,25,False
2018-11-28,19,False
2018-11-29,48,False
2018-11-30,54,False
2018-12-01,32,False
2018-12-02,40,False
2018-12-03,35,False
2018-12-04,39,False
2018-12-05,40,False
2018-12-06,43,False
2018-12-07,40,False
2018-12-08,0,False
2018-12-09,35,False
2018-12-10,23,False
2018-12-11,0,False
2018-12-12,92,False
2018-12-13,76,False
2018-12-14,60,False
2018-12-15,25,False
2018-12-16,46,False
2018-12-17,100,False
2018-12-18,70,False
2018-12-19,85,False
2018-12-20,68,False
2018-12-21,45,False
2018-12-22,0,False
2018-12-23,72,False
2018-12-24,53,False
2018-12-25,64,False
2018-12-26,44,False
2018-12-27,15,False
2018-12-28,34,False
2018-12-29,36,False
