date,Retard livraison,isPartial
2022-03-27,44,False
2022-03-28,17,False
2022-03-29,20,False
2022-03-30,67,False
2022-03-31,41,False
2022-04-01,29,False
2022-04-02,0,False
2022-04-03,35,False
2022-04-04,50,False
2022-04-05,39,False
2022-04-06,61,False
2022-04-07,55,False
2022-04-08,48,False
2022-04-09,25,False
2022-04-10,23,False
2022-04-11,40,False
2022-04-12,48,False
2022-04-13,27,False
2022-04-14,12,False
2022-04-15,34,False
2022-04-16,32,False
2022-04-17,40,False
2022-04-18,29,False
2022-04-19,55,False
2022-04-20,14,False
2022-04-21,40,False
2022-04-22,36,False
2022-04-23,18,False
2022-04-24,0,False
2022-04-25,53,False
2022-04-26,60,False
2022-04-27,40,False
2022-04-28,58,False
2022-04-29,33,False
2022-04-30,32,False
2022-05-01,30,False
2022-05-02,62,False
2022-05-03,76,False
2022-05-04,35,False
2022-05-05,34,False
2022-05-06,26,False
2022-05-07,0,False
2022-05-08,34,False
2022-05-09,62,False
2022-05-10,57,False
2022-05-11,49,False
2022-05-12,37,False
2022-05-13,81,False
2022-05-14,0,False
2022-05-15,0,False
2022-05-16,52,False
2022-05-17,78,False
2022-05-18,52,False
2022-05-19,25,False
2022-05-20,40,False
2022-05-21,30,False
2022-05-22,0,False
2022-05-23,26,False
2022-05-24,33,False
2022-05-25,45,False
2022-05-26,0,False
2022-05-27,40,False
2022-05-28,25,False
2022-05-29,0,False
2022-05-30,41,False
2022-05-31,0,False
2022-06-01,60,False
2022-06-02,50,False
2022-06-03,49,False
2022-06-04,0,False
2022-06-05,0,False
2022-06-06,0,False
2022-06-07,51,False
2022-06-08,43,False
2022-06-09,56,False
2022-06-10,90,False
2022-06-11,30,False
2022-06-12,43,False
2022-06-13,53,False
2022-06-14,49,False
2022-06-15,0,False
2022-06-16,94,False
2022-06-17,0,False
2022-06-18,0,False
2022-06-19,0,False
2022-06-20,100,False
2022-06-21,28,False
2022-06-22,59,False
2022-06-23,34,False
2022-06-24,43,False
2022-06-25,0,False
