date,Service de livraison,isPartial
2020-03-29,48,False
2020-03-30,100,False
2020-03-31,66,False
2020-04-01,70,False
2020-04-02,44,False
2020-04-03,53,False
2020-04-04,19,False
2020-04-05,0,False
2020-04-06,53,False
2020-04-07,40,False
2020-04-08,65,False
2020-04-09,56,False
2020-04-10,99,False
2020-04-11,30,False
2020-04-12,66,False
2020-04-13,86,False
2020-04-14,50,False
2020-04-15,82,False
2020-04-16,49,False
2020-04-17,41,False
2020-04-18,65,False
2020-04-19,32,False
2020-04-20,61,False
2020-04-21,35,False
2020-04-22,29,False
2020-04-23,13,False
2020-04-24,79,False
2020-04-25,32,False
2020-04-26,0,False
2020-04-27,51,False
2020-04-28,21,False
2020-04-29,49,False
2020-04-30,25,False
2020-05-01,46,False
2020-05-02,19,False
2020-05-03,0,False
2020-05-04,43,False
2020-05-05,53,False
2020-05-06,0,False
2020-05-07,15,False
2020-05-08,32,False
2020-05-09,25,False
2020-05-10,0,False
2020-05-11,22,False
2020-05-12,56,False
2020-05-13,54,False
2020-05-14,55,False
2020-05-15,33,False
2020-05-16,0,False
2020-05-17,0,False
2020-05-18,19,False
2020-05-19,25,False
2020-05-20,29,False
2020-05-21,48,False
2020-05-22,46,False
2020-05-23,0,False
2020-05-24,43,False
2020-05-25,35,False
2020-05-26,40,False
2020-05-27,57,False
2020-05-28,49,False
2020-05-29,13,False
2020-05-30,38,False
2020-05-31,18,False
2020-06-01,0,False
2020-06-02,26,False
2020-06-03,31,False
2020-06-04,38,False
2020-06-05,39,False
2020-06-06,39,False
2020-06-07,19,False
2020-06-08,27,False
2020-06-09,13,False
2020-06-10,92,False
2020-06-11,39,False
2020-06-12,0,False
2020-06-13,0,False
2020-06-14,0,False
2020-06-15,26,False
2020-06-16,0,False
2020-06-17,40,False
2020-06-18,18,False
2020-06-19,36,False
2020-06-20,16,False
2020-06-21,22,False
2020-06-22,0,False
2020-06-23,33,False
2020-06-24,49,False
2020-06-25,42,False
2020-06-26,13,False
2020-06-27,28,False
