date,Expédition colis,isPartial
2020-09-27,39,False
2020-09-28,0,False
2020-09-29,0,False
2020-09-30,23,False
2020-10-01,0,False
2020-10-02,0,False
2020-10-03,0,False
2020-10-04,0,False
2020-10-05,0,False
2020-10-06,0,False
2020-10-07,0,False
2020-10-08,83,False
2020-10-09,40,False
2020-10-10,38,False
2020-10-11,0,False
2020-10-12,0,False
2020-10-13,0,False
2020-10-14,0,False
2020-10-15,0,False
2020-10-16,0,False
2020-10-17,0,False
2020-10-18,100,False
2020-10-19,0,False
2020-10-20,0,False
2020-10-21,34,False
2020-10-22,0,False
2020-10-23,39,False
2020-10-24,0,False
2020-10-25,0,False
2020-10-26,0,False
2020-10-27,0,False
2020-10-28,0,False
2020-10-29,32,False
2020-10-30,34,False
2020-10-31,27,False
2020-11-01,0,False
2020-11-02,0,False
2020-11-03,0,False
2020-11-04,0,False
2020-11-05,0,False
2020-11-06,23,False
2020-11-07,29,False
2020-11-08,0,False
2020-11-09,43,False
2020-11-10,97,False
2020-11-11,0,False
2020-11-12,52,False
2020-11-13,50,False
2020-11-14,0,False
2020-11-15,37,False
2020-11-16,30,False
2020-11-17,0,False
2020-11-18,28,False
2020-11-19,0,False
2020-11-20,0,False
2020-11-21,47,False
2020-11-22,45,False
2020-11-23,0,False
2020-11-24,73,False
2020-11-25,32,False
2020-11-26,37,False
2020-11-27,33,False
2020-11-28,31,False
2020-11-29,0,False
2020-11-30,33,False
2020-12-01,0,False
2020-12-02,0,False
2020-12-03,42,False
2020-12-04,46,False
2020-12-05,42,False
2020-12-06,46,False
2020-12-07,0,False
2020-12-08,26,False
2020-12-09,0,False
2020-12-10,0,False
2020-12-11,0,False
2020-12-12,0,False
2020-12-13,26,False
2020-12-14,0,False
2020-12-15,0,False
2020-12-16,0,False
2020-12-17,0,False
2020-12-18,37,False
2020-12-19,0,False
2020-12-20,0,False
2020-12-21,95,False
2020-12-22,0,False
2020-12-23,0,False
2020-12-24,36,False
2020-12-25,0,False
2020-12-26,0,False
