date,Retard livraison,isPartial
2021-12-26,0,False
2021-12-27,27,False
2021-12-28,28,False
2021-12-29,18,False
2021-12-30,26,False
2021-12-31,0,False
2022-01-01,29,False
2022-01-02,16,False
2022-01-03,43,False
2022-01-04,20,False
2022-01-05,60,False
2022-01-06,18,False
2022-01-07,50,False
2022-01-08,20,False
2022-01-09,0,False
2022-01-10,50,False
2022-01-11,31,False
2022-01-12,35,False
2022-01-13,39,False
2022-01-14,30,False
2022-01-15,17,False
2022-01-16,0,False
2022-01-17,31,False
2022-01-18,78,False
2022-01-19,57,False
2022-01-20,34,False
2022-01-21,0,False
2022-01-22,0,False
2022-01-23,0,False
2022-01-24,27,False
2022-01-25,15,False
2022-01-26,85,False
2022-01-27,63,False
2022-01-28,0,False
2022-01-29,15,False
2022-01-30,0,False
2022-01-31,0,False
2022-02-01,41,False
2022-02-02,53,False
2022-02-03,66,False
2022-02-04,100,False
2022-02-05,19,False
2022-02-06,15,False
2022-02-07,19,False
2022-02-08,29,False
2022-02-09,54,False
2022-02-10,21,False
2022-02-11,0,False
2022-02-12,0,False
2022-02-13,22,False
2022-02-14,0,False
2022-02-15,21,False
2022-02-16,0,False
2022-02-17,34,False
2022-02-18,16,False
2022-02-19,62,False
2022-02-20,16,False
2022-02-21,13,False
2022-02-22,0,False
2022-02-23,0,False
2022-02-24,27,False
2022-02-25,19,False
2022-02-26,18,False
2022-02-27,26,False
2022-02-28,13,False
2022-03-01,20,False
2022-03-02,45,False
2022-03-03,21,False
2022-03-04,21,False
2022-03-05,22,False
2022-03-06,26,False
2022-03-07,60,False
2022-03-08,26,False
2022-03-09,24,False
2022-03-10,36,False
2022-03-11,16,False
2022-03-12,37,False
2022-03-13,0,False
2022-03-14,16,False
2022-03-15,31,False
2022-03-16,61,False
2022-03-17,84,False
2022-03-18,53,False
2022-03-19,34,False
2022-03-20,39,False
2022-03-21,22,False
2022-03-22,40,False
2022-03-23,28,False
2022-03-24,35,False
2022-03-25,0,False
2022-03-26,12,False
