date,Expédition colis,isPartial
2022-12-25,0,False
2022-12-26,0,False
2022-12-27,0,False
2022-12-28,29,False
2022-12-29,0,False
2022-12-30,0,False
2022-12-31,0,False
2023-01-01,0,False
2023-01-02,0,False
2023-01-03,0,False
2023-01-04,0,False
2023-01-05,0,False
2023-01-06,0,False
2023-01-07,0,False
2023-01-08,51,False
2023-01-09,0,False
2023-01-10,35,False
2023-01-11,0,False
2023-01-12,35,False
2023-01-13,33,False
2023-01-14,0,False
2023-01-15,0,False
2023-01-16,0,False
2023-01-17,0,False
2023-01-18,0,False
2023-01-19,0,False
2023-01-20,0,False
2023-01-21,0,False
2023-01-22,0,False
2023-01-23,0,False
2023-01-24,0,False
2023-01-25,0,False
2023-01-26,0,False
2023-01-27,0,False
2023-01-28,0,False
2023-01-29,82,False
2023-01-30,0,False
2023-01-31,45,False
2023-02-01,0,False
2023-02-02,0,False
2023-02-03,0,False
2023-02-04,0,False
2023-02-05,69,False
2023-02-06,0,False
2023-02-07,0,False
2023-02-08,0,False
2023-02-09,0,False
2023-02-10,0,False
2023-02-11,71,False
2023-02-12,31,False
2023-02-13,0,False
2023-02-14,0,False
2023-02-15,0,False
2023-02-16,0,False
2023-02-17,22,False
2023-02-18,69,False
2023-02-19,0,False
2023-02-20,29,False
2023-02-21,0,False
2023-02-22,26,False
2023-02-23,0,False
2023-02-24,43,False
2023-02-25,0,False
2023-02-26,0,False
2023-02-27,0,False
2023-02-28,0,False
2023-03-01,42,False
2023-03-02,100,False
2023-03-03,0,False
2023-03-04,0,False
2023-03-05,0,False
2023-03-06,35,False
2023-03-07,52,False
2023-03-08,60,False
2023-03-09,0,False
2023-03-10,21,False
2023-03-11,21,False
2023-03-12,0,False
2023-03-13,0,False
2023-03-14,0,False
2023-03-15,0,False
2023-03-16,0,False
2023-03-17,0,False
2023-03-18,0,False
2023-03-19,0,False
2023-03-20,0,False
2023-03-21,0,False
2023-03-22,0,False
2023-03-23,0,False
2023-03-24,0,False
2023-03-25,0,False
