date,Expédition colis,isPartial
2022-03-27,50,False
2022-03-28,0,False
2022-03-29,0,False
2022-03-30,75,False
2022-03-31,55,False
2022-04-01,0,False
2022-04-02,0,False
2022-04-03,0,False
2022-04-04,40,False
2022-04-05,0,False
2022-04-06,0,False
2022-04-07,0,False
2022-04-08,70,False
2022-04-09,0,False
2022-04-10,0,False
2022-04-11,0,False
2022-04-12,0,False
2022-04-13,0,False
2022-04-14,0,False
2022-04-15,0,False
2022-04-16,0,False
2022-04-17,0,False
2022-04-18,42,False
2022-04-19,64,False
2022-04-20,0,False
2022-04-21,0,False
2022-04-22,51,False
2022-04-23,0,False
2022-04-24,29,False
2022-04-25,62,False
2022-04-26,0,False
2022-04-27,0,False
2022-04-28,30,False
2022-04-29,40,False
2022-04-30,0,False
2022-05-01,48,False
2022-05-02,0,False
2022-05-03,0,False
2022-05-04,74,False
2022-05-05,0,False
2022-05-06,0,False
2022-05-07,0,False
2022-05-08,0,False
2022-05-09,0,False
2022-05-10,100,False
2022-05-11,0,False
2022-05-12,48,False
2022-05-13,0,False
2022-05-14,46,False
2022-05-15,0,False
2022-05-16,0,False
2022-05-17,0,False
2022-05-18,65,False
2022-05-19,0,False
2022-05-20,72,False
2022-05-21,0,False
2022-05-22,0,False
2022-05-23,0,False
2022-05-24,0,False
2022-05-25,0,False
2022-05-26,69,False
2022-05-27,0,False
2022-05-28,0,False
2022-05-29,0,False
2022-05-30,52,False
2022-05-31,45,False
2022-06-01,0,False
2022-06-02,54,False
2022-06-03,47,False
2022-06-04,0,False
2022-06-05,0,False
2022-06-06,0,False
2022-06-07,0,False
2022-06-08,0,False
2022-06-09,0,False
2022-06-10,0,False
2022-06-11,0,False
2022-06-12,85,False
2022-06-13,0,False
2022-06-14,36,False
2022-06-15,0,False
2022-06-16,0,False
2022-06-17,0,False
2022-06-18,51,False
2022-06-19,0,False
2022-06-20,31,False
2022-06-21,0,False
2022-06-22,51,False
2022-06-23,0,False
2022-06-24,0,False
2022-06-25,0,False
