date,Service de livraison,isPartial
2021-09-26,20,False
2021-09-27,38,False
2021-09-28,75,False
2021-09-29,18,False
2021-09-30,0,False
2021-10-01,44,False
2021-10-02,0,False
2021-10-03,0,False
2021-10-04,0,False
2021-10-05,0,False
2021-10-06,0,False
2021-10-07,29,False
2021-10-08,22,False
2021-10-09,0,False
2021-10-10,0,False
2021-10-11,56,False
2021-10-12,0,False
2021-10-13,0,False
2021-10-14,0,False
2021-10-15,81,False
2021-10-16,0,False
2021-10-17,0,False
2021-10-18,40,False
2021-10-19,30,False
2021-10-20,27,False
2021-10-21,0,False
2021-10-22,40,False
2021-10-23,0,False
2021-10-24,0,False
2021-10-25,28,False
2021-10-26,22,False
2021-10-27,31,False
2021-10-28,43,False
2021-10-29,52,False
2021-10-30,0,False
2021-10-31,0,False
2021-11-01,0,False
2021-11-02,58,False
2021-11-03,0,False
2021-11-04,31,False
2021-11-05,0,False
2021-11-06,0,False
2021-11-07,0,False
2021-11-08,63,False
2021-11-09,28,False
2021-11-10,0,False
2021-11-11,0,False
2021-11-12,37,False
2021-11-13,18,False
2021-11-14,61,False
2021-11-15,0,False
2021-11-16,0,False
2021-11-17,48,False
2021-11-18,69,False
2021-11-19,40,False
2021-11-20,40,False
2021-11-21,0,False
2021-11-22,16,False
2021-11-23,47,False
2021-11-24,41,False
2021-11-25,0,False
2021-11-26,23,False
2021-11-27,0,False
2021-11-28,36,False
2021-11-29,0,False
2021-11-30,62,False
2021-12-01,21,False
2021-12-02,34,False
2021-12-03,100,False
2021-12-04,18,False
2021-12-05,24,False
2021-12-06,0,False
2021-12-07,24,False
2021-12-08,47,False
2021-12-09,0,False
2021-12-10,0,False
2021-12-11,0,False
2021-12-12,0,False
2021-12-13,18,False
2021-12-14,58,False
2021-12-15,55,False
2021-12-16,25,False
2021-12-17,0,False
2021-12-18,0,False
2021-12-19,0,False
2021-12-20,0,False
2021-12-21,0,False
2021-12-22,27,False
2021-12-23,76,False
2021-12-24,23,False
2021-12-25,0,False
