date,Expédition colis,isPartial
2018-09-30,0,False
2018-10-01,57,False
2018-10-02,0,False
2018-10-03,0,False
2018-10-04,41,False
2018-10-05,38,False
2018-10-06,0,False
2018-10-07,0,False
2018-10-08,31,False
2018-10-09,0,False
2018-10-10,0,False
2018-10-11,20,False
2018-10-12,22,False
2018-10-13,0,False
2018-10-14,0,False
2018-10-15,26,False
2018-10-16,0,False
2018-10-17,0,False
2018-10-18,0,False
2018-10-19,0,False
2018-10-20,0,False
2018-10-21,0,False
2018-10-22,25,False
2018-10-23,39,False
2018-10-24,34,False
2018-10-25,0,False
2018-10-26,94,False
2018-10-27,0,False
2018-10-28,0,False
2018-10-29,0,False
2018-10-30,52,False
2018-10-31,22,False
2018-11-01,0,False
2018-11-02,0,False
2018-11-03,0,False
2018-11-04,0,False
2018-11-05,0,False
2018-11-06,0,False
2018-11-07,0,False
2018-11-08,100,False
2018-11-09,46,False
2018-11-10,0,False
2018-11-11,0,False
2018-11-12,34,False
2018-11-13,49,False
2018-11-14,0,False
2018-11-15,0,False
2018-11-16,0,False
2018-11-17,44,False
2018-11-18,0,False
2018-11-19,27,False
2018-11-20,0,False
2018-11-21,0,False
2018-11-22,0,False
2018-11-23,0,False
2018-11-24,0,False
2018-11-25,0,False
2018-11-26,26,False
2018-11-27,0,False
2018-11-28,23,False
2018-11-29,49,False
2018-11-30,0,False
2018-12-01,24,False
2018-12-02,0,False
2018-12-03,0,False
2018-12-04,47,False
2018-12-05,0,False
2018-12-06,0,False
2018-12-07,23,False
2018-12-08,0,False
2018-12-09,0,False
2018-12-10,0,False
2018-12-11,28,False
2018-12-12,23,False
2018-12-13,0,False
2018-12-14,0,False
2018-12-15,0,False
2018-12-16,0,False
2018-12-17,29,False
2018-12-18,0,False
2018-12-19,0,False
2018-12-20,0,False
2018-12-21,0,False
2018-12-22,0,False
2018-12-23,0,False
2018-12-24,0,False
2018-12-25,0,False
2018-12-26,0,False
2018-12-27,0,False
2018-12-28,0,False
2018-12-29,48,False
