date,Service de livraison,isPartial
2020-06-28,30,False
2020-06-29,87,False
2020-06-30,26,False
2020-07-01,0,False
2020-07-02,57,False
2020-07-03,41,False
2020-07-04,0,False
2020-07-05,0,False
2020-07-06,0,False
2020-07-07,0,False
2020-07-08,32,False
2020-07-09,0,False
2020-07-10,28,False
2020-07-11,29,False
2020-07-12,46,False
2020-07-13,57,False
2020-07-14,35,False
2020-07-15,91,False
2020-07-16,0,False
2020-07-17,0,False
2020-07-18,0,False
2020-07-19,0,False
2020-07-20,57,False
2020-07-21,0,False
2020-07-22,82,False
2020-07-23,0,False
2020-07-24,0,False
2020-07-25,0,False
2020-07-26,0,False
2020-07-27,0,False
2020-07-28,61,False
2020-07-29,33,False
2020-07-30,34,False
2020-07-31,25,False
2020-08-01,65,False
2020-08-02,0,False
2020-08-03,56,False
2020-08-04,52,False
2020-08-05,48,False
2020-08-06,0,False
2020-08-07,53,False
2020-08-08,59,False
2020-08-09,51,False
2020-08-10,0,False
2020-08-11,40,False
2020-08-12,26,False
2020-08-13,25,False
2020-08-14,0,False
2020-08-15,32,False
2020-08-16,0,False
2020-08-17,61,False
2020-08-18,31,False
2020-08-19,50,False
2020-08-20,47,False
2020-08-21,0,False
2020-08-22,63,False
2020-08-23,42,False
2020-08-24,0,False
2020-08-25,56,False
2020-08-26,0,False
2020-08-27,67,False
2020-08-28,0,False
2020-08-29,0,False
2020-08-30,0,False
2020-08-31,41,False
2020-09-01,36,False
2020-09-02,34,False
2020-09-03,74,False
2020-09-04,44,False
2020-09-05,42,False
2020-09-06,0,False
2020-09-07,59,False
2020-09-08,40,False
2020-09-09,91,False
2020-09-10,67,False
2020-09-11,60,False
2020-09-12,0,False
2020-09-13,0,False
2020-09-14,34,False
2020-09-15,23,False
2020-09-16,70,False
2020-09-17,25,False
2020-09-18,0,False
2020-09-19,35,False
2020-09-20,36,False
2020-09-21,63,False
2020-09-22,21,False
2020-09-23,100,False
2020-09-24,0,False
2020-09-25,35,False
2020-09-26,0,False
