date,Délai livraison,isPartial
2018-07-01,0,False
2018-07-02,42,False
2018-07-03,0,False
2018-07-04,66,False
2018-07-05,41,False
2018-07-06,0,False
2018-07-07,0,False
2018-07-08,69,False
2018-07-09,68,False
2018-07-10,75,False
2018-07-11,73,False
2018-07-12,52,False
2018-07-13,75,False
2018-07-14,0,False
2018-07-15,28,False
2018-07-16,61,False
2018-07-17,43,False
2018-07-18,69,False
2018-07-19,0,False
2018-07-20,0,False
2018-07-21,30,False
2018-07-22,0,False
2018-07-23,67,False
2018-07-24,49,False
2018-07-25,64,False
2018-07-26,22,False
2018-07-27,28,False
2018-07-28,18,False
2018-07-29,38,False
2018-07-30,35,False
2018-07-31,39,False
2018-08-01,23,False
2018-08-02,51,False
2018-08-03,23,False
2018-08-04,22,False
2018-08-05,0,False
2018-08-06,74,False
2018-08-07,20,False
2018-08-08,56,False
2018-08-09,46,False
2018-08-10,75,False
2018-08-11,0,False
2018-08-12,0,False
2018-08-13,31,False
2018-08-14,37,False
2018-08-15,58,False
2018-08-16,0,False
2018-08-17,0,False
2018-08-18,0,False
2018-08-19,40,False
2018-08-20,34,False
2018-08-21,40,False
2018-08-22,79,False
2018-08-23,0,False
2018-08-24,67,False
2018-08-25,41,False
2018-08-26,16,False
2018-08-27,72,False
2018-08-28,43,False
2018-08-29,46,False
2018-08-30,54,False
2018-08-31,0,False
2018-09-01,21,False
2018-09-02,0,False
2018-09-03,0,False
2018-09-04,31,False
2018-09-05,39,False
2018-09-06,0,False
2018-09-07,100,False
2018-09-08,30,False
2018-09-09,37,False
2018-09-10,27,False
2018-09-11,72,False
2018-09-12,75,False
2018-09-13,75,False
2018-09-14,34,False
2018-09-15,21,False
2018-09-16,0,False
2018-09-17,32,False
2018-09-18,0,False
2018-09-19,45,False
2018-09-20,37,False
2018-09-21,14,False
2018-09-22,51,False
2018-09-23,20,False
2018-09-24,70,False
2018-09-25,25,False
2018-09-26,51,False
2018-09-27,35,False
2018-09-28,40,False
2018-09-29,55,False
