date,Retard livraison,isPartial
2022-06-26,35,False
2022-06-27,36,False
2022-06-28,44,False
2022-06-29,19,False
2022-06-30,34,False
2022-07-01,49,False
2022-07-02,22,False
2022-07-03,0,False
2022-07-04,31,False
2022-07-05,25,False
2022-07-06,18,False
2022-07-07,57,False
2022-07-08,32,False
2022-07-09,0,False
2022-07-10,21,False
2022-07-11,16,False
2022-07-12,39,False
2022-07-13,12,False
2022-07-14,17,False
2022-07-15,38,False
2022-07-16,32,False
2022-07-17,31,False
2022-07-18,33,False
2022-07-19,45,False
2022-07-20,14,False
2022-07-21,30,False
2022-07-22,77,False
2022-07-23,21,False
2022-07-24,19,False
2022-07-25,23,False
2022-07-26,15,False
2022-07-27,31,False
2022-07-28,53,False
2022-07-29,50,False
2022-07-30,44,False
2022-07-31,0,False
2022-08-01,15,False
2022-08-02,23,False
2022-08-03,37,False
2022-08-04,33,False
2022-08-05,32,False
2022-08-06,46,False
2022-08-07,22,False
2022-08-08,0,False
2022-08-09,29,False
2022-08-10,21,False
2022-08-11,100,False
2022-08-12,63,False
2022-08-13,39,False
2022-08-14,0,False
2022-08-15,27,False
2022-08-16,30,False
2022-08-17,45,False
2022-08-18,28,False
2022-08-19,85,False
2022-08-20,31,False
2022-08-21,0,False
2022-08-22,0,False
2022-08-23,56,False
2022-08-24,29,False
2022-08-25,74,False
2022-08-26,48,False
2022-08-27,40,False
2022-08-28,0,False
2022-08-29,36,False
2022-08-30,46,False
2022-08-31,51,False
2022-09-01,26,False
2022-09-02,36,False
2022-09-03,14,False
2022-09-04,26,False
2022-09-05,21,False
2022-09-06,31,False
2022-09-07,46,False
2022-09-08,36,False
2022-09-09,0,False
2022-09-10,62,False
2022-09-11,0,False
2022-09-12,34,False
2022-09-13,56,False
2022-09-14,19,False
2022-09-15,24,False
2022-09-16,35,False
2022-09-17,56,False
2022-09-18,18,False
2022-09-19,32,False
2022-09-20,0,False
2022-09-21,0,False
2022-09-22,49,False
2022-09-23,0,False
2022-09-24,25,False
