date,Expédition colis,isPartial
2020-06-28,36,False
2020-06-29,78,False
2020-06-30,76,False
2020-07-01,0,False
2020-07-02,0,False
2020-07-03,0,False
2020-07-04,58,False
2020-07-05,0,False
2020-07-06,0,False
2020-07-07,0,False
2020-07-08,0,False
2020-07-09,0,False
2020-07-10,0,False
2020-07-11,0,False
2020-07-12,0,False
2020-07-13,33,False
2020-07-14,0,False
2020-07-15,0,False
2020-07-16,0,False
2020-07-17,0,False
2020-07-18,0,False
2020-07-19,0,False
2020-07-20,0,False
2020-07-21,0,False
2020-07-22,0,False
2020-07-23,0,False
2020-07-24,0,False
2020-07-25,44,False
2020-07-26,0,False
2020-07-27,0,False
2020-07-28,0,False
2020-07-29,0,False
2020-07-30,0,False
2020-07-31,0,False
2020-08-01,0,False
2020-08-02,0,False
2020-08-03,62,False
2020-08-04,51,False
2020-08-05,0,False
2020-08-06,0,False
2020-08-07,0,False
2020-08-08,0,False
2020-08-09,100,False
2020-08-10,0,False
2020-08-11,0,False
2020-08-12,52,False
2020-08-13,0,False
2020-08-14,61,False
2020-08-15,0,False
2020-08-16,48,False
2020-08-17,0,False
2020-08-18,44,False
2020-08-19,0,False
2020-08-20,0,False
2020-08-21,0,False
2020-08-22,0,False
2020-08-23,0,False
2020-08-24,32,False
2020-08-25,0,False
2020-08-26,60,False
2020-08-27,0,False
2020-08-28,0,False
2020-08-29,0,False
2020-08-30,0,False
2020-08-31,35,False
2020-09-01,0,False
2020-09-02,0,False
2020-09-03,0,False
2020-09-04,38,False
2020-09-05,0,False
2020-09-06,0,False
2020-09-07,0,False
2020-09-08,46,False
2020-09-09,0,False
2020-09-10,0,False
2020-09-11,0,False
2020-09-12,0,False
2020-09-13,0,False
2020-09-14,0,False
2020-09-15,75,False
2020-09-16,70,False
2020-09-17,0,False
2020-09-18,0,False
2020-09-19,0,False
2020-09-20,0,False
2020-09-21,0,False
2020-09-22,0,False
2020-09-23,0,False
2020-09-24,0,False
2020-09-25,0,False
2020-09-26,0,False
