date,Expédition colis,isPartial
2019-03-31,0,False
2019-04-01,0,False
2019-04-02,0,False
2019-04-03,0,False
2019-04-04,0,False
2019-04-05,37,False
2019-04-06,0,False
2019-04-07,50,False
2019-04-08,47,False
2019-04-09,0,False
2019-04-10,0,False
2019-04-11,0,False
2019-04-12,0,False
2019-04-13,0,False
2019-04-14,0,False
2019-04-15,0,False
2019-04-16,0,False
2019-04-17,0,False
2019-04-18,0,False
2019-04-19,0,False
2019-04-20,68,False
2019-04-21,0,False
2019-04-22,53,False
2019-04-23,84,False
2019-04-24,0,False
2019-04-25,82,False
2019-04-26,0,False
2019-04-27,34,False
2019-04-28,0,False
2019-04-29,25,False
2019-04-30,0,False
2019-05-01,0,False
2019-05-02,0,False
2019-05-03,0,False
2019-05-04,0,False
2019-05-05,0,False
2019-05-06,54,False
2019-05-07,0,False
2019-05-08,0,False
2019-05-09,0,False
2019-05-10,0,False
2019-05-11,0,False
2019-05-12,0,False
2019-05-13,0,False
2019-05-14,0,False
2019-05-15,0,False
2019-05-16,50,False
2019-05-17,25,False
2019-05-18,0,False
2019-05-19,0,False
2019-05-20,0,False
2019-05-21,0,False
2019-05-22,50,False
2019-05-23,0,False
2019-05-24,0,False
2019-05-25,0,False
2019-05-26,0,False
2019-05-27,64,False
2019-05-28,100,False
2019-05-29,0,False
2019-05-30,74,False
2019-05-31,0,False
2019-06-01,42,False
2019-06-02,0,False
2019-06-03,0,False
2019-06-04,50,False
2019-06-05,0,False
2019-06-06,0,False
2019-06-07,0,False
2019-06-08,0,False
2019-06-09,32,False
2019-06-10,0,False
2019-06-11,26,False
2019-06-12,0,False
2019-06-13,0,False
2019-06-14,0,False
2019-06-15,0,False
2019-06-16,0,False
2019-06-17,0,False
2019-06-18,0,False
2019-06-19,67,False
2019-06-20,39,False
2019-06-21,0,False
2019-06-22,0,False
2019-06-23,95,False
2019-06-24,26,False
2019-06-25,0,False
2019-06-26,0,False
2019-06-27,0,False
2019-06-28,28,False
2019-06-29,0,False
