date,Retard livraison,isPartial
2020-12-27,0,False
2020-12-28,35,False
2020-12-29,0,False
2020-12-30,36,False
2020-12-31,0,False
2021-01-01,35,False
2021-01-02,25,False
2021-01-03,39,False
2021-01-04,72,False
2021-01-05,37,False
2021-01-06,19,False
2021-01-07,0,False
2021-01-08,30,False
2021-01-09,22,False
2021-01-10,0,False
2021-01-11,18,False
2021-01-12,18,False
2021-01-13,59,False
2021-01-14,0,False
2021-01-15,50,False
2021-01-16,38,False
2021-01-17,55,False
2021-01-18,28,False
2021-01-19,48,False
2021-01-20,54,False
2021-01-21,66,False
2021-01-22,51,False
2021-01-23,29,False
2021-01-24,24,False
2021-01-25,39,False
2021-01-26,29,False
2021-01-27,0,False
2021-01-28,30,False
2021-01-29,88,False
2021-01-30,32,False
2021-01-31,42,False
2021-02-01,36,False
2021-02-02,65,False
2021-02-03,25,False
2021-02-04,0,False
2021-02-05,49,False
2021-02-06,0,False
2021-02-07,44,False
2021-02-08,0,False
2021-02-09,33,False
2021-02-10,27,False
2021-02-11,0,False
2021-02-12,47,False
2021-02-13,0,False
2021-02-14,100,False
2021-02-15,56,False
2021-02-16,25,False
2021-02-17,0,False
2021-02-18,63,False
2021-02-19,66,False
2021-02-20,30,False
2021-02-21,35,False
2021-02-22,46,False
2021-02-23,55,False
2021-02-24,21,False
2021-02-25,34,False
2021-02-26,31,False
2021-02-27,0,False
2021-02-28,0,False
2021-03-01,88,False
2021-03-02,29,False
2021-03-03,0,False
2021-03-04,44,False
2021-03-05,36,False
2021-03-06,0,False
2021-03-07,24,False
2021-03-08,79,False
2021-03-09,36,False
2021-03-10,41,False
2021-03-11,65,False
2021-03-12,24,False
2021-03-13,35,False
2021-03-14,21,False
2021-03-15,61,False
2021-03-16,25,False
2021-03-17,0,False
2021-03-18,0,False
2021-03-19,58,False
2021-03-20,39,False
2021-03-21,47,False
2021-03-22,20,False
2021-03-23,43,False
2021-03-24,42,False
2021-03-25,38,False
2021-03-26,16,False
2021-03-27,37,False
